host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,customers @ 50% review rate,"Daily Rev per 2 guests, unless limited to 1",Min Nights,Total Rev,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,zipcode_prefix,zipcode_dummy,Zipcode_mapped_values
8811608,Adrian,2013,9/13,9/13/13,3.83,1663246,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36123405,4.858663707,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,2,40,5,12,99,495,"5,940",within an hour,1,6,100,10,10,10,10,9,10,1054,30,West
8812389,Barbara,2013,9/13,9/13/13,3.83,1663469,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051,Netherlands,52.39069209,4.874869225,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,149,1,0,3,16,149,447,"7,152",within a few hours,1,8,90,10,10,10,10,10,9,1051,27,West
8815110,Anna,2013,9/13,9/13/13,3.83,2452533,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 MD,Netherlands,52.37535241,4.896605238,Apartment,Shared room,4,1,1,2,Real Bed,130,2,70,2,4,130,260,"1,040",within a day,0.67,2,90,9,10,8,9,9,8,1012,5,City Center
8817734,Nienke & Gert,2013,9/13,9/13/13,3.83,1708244,Noord-West,Amsterdam,Amsterdam,North Holland,North Holland,1036 KC,Netherlands,52.40779076,4.90110091,Bed & Breakfast,Private room,3,1,1,2,Real Bed,75,2,30,2,30,75,150,"4,500",within a day,1,15,97,10,10,10,10,9,10,1036,25,North
8825587,Yvette,2013,9/14,9/14/13,3.83,1666280,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074 CR,Netherlands,52.35710196,4.901087895,Apartment,Entire home/apt,6,1,3,6,Real Bed,240,5,50,1,12,240,240,"2,880",N/A,N/A,6,100,10,9,10,10,10,9,1074,49,South
8826286,Valti,2013,9/14,9/14/13,3.83,4162748,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1054 KZ,Netherlands,52.35718767,4.861173311,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,3,10,100,300,"3,000",within an hour,1,5,76,7,10,10,10,9,8,1054,30,West
8830237,Lennart,2013,9/14,9/14/13,3.83,2009807,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1094,Netherlands,52.36300896,4.933026058,Apartment,Private room,2,1,1,1,Real Bed,35,1,20,10,60,55,550,"33,000",a few days or more,0.3,30,90,9,8,9,9,9,9,1094,63,East
8843719,Val̩rie,2013,9/15,9/15/13,3.83,1670396,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.3565221,4.888272258,Apartment,Entire home/apt,2,1,1,1,Real Bed,148,1,0,2,26,148,296,"7,696",within a day,0.85,13,97,10,9,9,10,10,9,1017,10,City Center
8847244,Lars,2013,9/15,9/15/13,3.83,3426614,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 LZ,Netherlands,52.37675561,4.898308148,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,2,100,2,48,130,260,"12,480",within a few hours,1,24,85,9,8,9,9,9,8,1012,5,City Center
8847436,Peter,2013,9/15,9/15/13,3.83,3146182,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052,Netherlands,52.37973715,4.873263526,Apartment,Entire home/apt,2,1,1,2,Real Bed,87,2,40,2,26,87,174,"4,524",within a day,0.9,13,91,10,9,9,10,9,9,1052,28,West
8848723,Ingrid,2013,9/15,9/15/13,3.83,1686654,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073 BM,Netherlands,52.35709511,4.897353304,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,2,20,5,36,100,500,"18,000",within a few hours,1,18,98,10,10,10,10,10,10,1073,48,South
8861434,Jolanda,2013,9/16,9/16/13,3.82,1674154,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36520307,4.856225704,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,2,20,2,12,70,140,"1,680",N/A,N/A,6,97,9,9,10,10,8,9,1057,33,West
8862576,Judith,2013,9/16,9/16/13,3.82,2991175,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35576821,4.889057378,Apartment,Entire home/apt,4,1,2,4,Real Bed,142,4,0,3,4,142,426,"1,704",N/A,N/A,2,80,10,9,8,10,9,8,1072,47,South
8862964,Muli,2013,9/16,9/16/13,3.82,2073456,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 NW,Netherlands,52.385753,4.868181667,Apartment,Entire home/apt,5,1,2,3,Real Bed,120,3,15,3,16,120,360,"5,760",within an hour,1,8,91,9,10,9,9,9,9,1051,27,West
8868043,Marlana,2013,9/16,9/16/13,3.82,1675863,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36160782,4.888331293,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,1,0,2,16,120,240,"3,840",within an hour,0.86,8,91,9,9,10,10,10,9,1017,10,City Center
8869486,Ben,2013,9/16,9/16/13,3.82,1676228,Oud-Oost,Amsterdam,Amsterdam,NH,North Holland,1091,Netherlands,52.34913424,4.912069247,Apartment,Entire home/apt,4,1,2,2,Real Bed,122,1,0,2,88,122,244,"21,472",within an hour,1,44,97,10,10,10,10,9,10,1091,60,East
8872201,Nico,2013,9/16,9/16/13,3.82,1676964,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36308463,4.870249781,Apartment,Entire home/apt,2,1,1,1,Real Bed,68,1,0,2,12,68,136,"1,632",within an hour,1,6,100,10,10,10,10,9,9,1053,29,West
8872537,C̩line,2013,9/16,9/16/13,3.82,3814463,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055 AP,Netherlands,52.37628347,4.849009601,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,1,0,1,2,85,85,170,N/A,N/A,1,80,10,8,6,10,8,8,1055,31,West
8873400,Bas,2013,9/16,9/16/13,3.82,1677156,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35105468,4.888515332,Apartment,Entire home/apt,4,1,2,2,Real Bed,189,1,0,1,40,189,189,"7,560",within a few hours,1,20,98,10,10,10,10,9,9,1072,47,South
8873574,Jillis & Cristina,2013,9/16,9/16/13,3.82,1677381,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015CC,Netherlands,52.37754872,4.892132304,House,Private room,2,1,1,1,Real Bed,99,1,0,1,292,99,99,"28,908",within an hour,1,146,95,10,10,10,10,10,9,1015,8,City Center
8873764,Petra,2013,9/16,9/16/13,3.82,3986488,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35425614,4.877251756,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,1,0,3,2,140,420,840,within a day,1,1,100,10,10,10,10,10,10,1071,46,South
8874003,Caroline,2013,9/16,9/16/13,3.82,1677245,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36977874,4.878987714,House,Private room,2,1,1,1,Real Bed,75,1,0,2,218,75,150,"32,700",within an hour,1,109,97,10,10,10,10,10,10,1054,30,West
8874391,Amanda,2013,9/16,9/16/13,3.82,1677341,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1095,Netherlands,52.36466308,4.939437736,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1,0,2,2,95,190,380,within an hour,1,1,100,10,10,10,10,8,8,1095,64,East
8890345,Marty,2013,9/17,9/17/13,3.82,3104186,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1092 AX,Netherlands,52.35658313,4.917298279,Bed & Breakfast,Private room,2,1,1,1,Real Bed,65,1,25,2,44,90,180,"7,920",within a few hours,1,22,96,9,9,10,10,9,9,1092,61,East
8898932,Fulco,2013,9/17,9/17/13,3.82,1682867,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013 HC,Netherlands,52.38569629,4.884637038,Boat,Entire home/apt,3,1,1,2,Real Bed,110,2,30,2,116,110,220,"25,520",within a day,0.7,58,96,10,10,10,10,10,9,1013,6,City Center
8910109,Migiel,2013,9/18,9/18/13,3.82,1685503,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 LG,Netherlands,52.37422909,4.879072888,House,Entire home/apt,2,1,1,2,Real Bed,165,2,35,3,20,165,495,"9,900",within an hour,1,10,94,10,9,10,10,9,9,1016,9,City Center
8911964,Sas,2013,9/18,9/18/13,3.82,1685828,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1052,Netherlands,52.37752648,4.878322545,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,1,15,2,24,150,300,"7,200",within a day,1,12,90,9,8,9,9,9,9,1052,28,West
8915298,Johanna,2013,9/18,9/18/13,3.82,1691443,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1076,Netherlands,52.35046926,4.862512035,Apartment,Entire home/apt,3,1,1,2,Real Bed,80,2,15,3,24,80,240,"5,760",within a day,0.9,12,96,10,10,10,10,9,9,1076,51,South
8919124,Hanneke,2013,9/18,9/18/13,3.82,2395195,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093,Netherlands,52.35894308,4.925880783,Apartment,Entire home/apt,4,1,2,2,Real Bed,90,2,30,2,2,90,180,360,within a day,0.5,1,100,10,10,10,10,10,10,1093,62,East
8920266,Annemiek,2013,9/18,9/18/13,3.82,1687769,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.3833813,4.887627192,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,4,2,110,440,880,within a day,1,1,100,10,10,10,10,10,10,1013,6,City Center
8933224,Kenneth,2013,9/19,9/19/13,3.82,3887034,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1058,Netherlands,52.35766917,4.851154636,Apartment,Entire home/apt,4,1,2,4,Real Bed,95,2,25,1,4,95,95,380,N/A,N/A,2,90,9,8,10,8,9,9,1058,34,West
8935864,Henk,2013,9/19,9/19/13,3.82,1691464,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.36896391,4.879302551,House,Entire home/apt,10,2,4,4,Real Bed,450,8,50,1,6,450,450,"2,700",within a few hours,0.88,3,78,7,4,10,10,10,6,1016,9,City Center
8937500,Melanie,2013,9/19,9/19/13,3.82,4369544,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055 RE,Netherlands,52.37964458,4.86272512,Boat,Entire home/apt,3,1,1,3,Real Bed,120,3,40,2,2,120,240,480,within a few hours,1,1,80,10,10,10,10,10,8,1055,31,West
8943047,Michalis,2013,9/19,9/19/13,3.82,2077895,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1058,Netherlands,52.35957978,4.854645729,House,Private room,2,1,1,1,Real Bed,50,1,10,1,6,60,60,360,a few days or more,0.47,3,80,8,5,9,8,6,7,1058,34,West
8948053,Vu,2013,9/20,9/20/13,3.81,5125840,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1011 DD,Netherlands,52.37584347,4.905616636,Apartment,Private room,2,1.5,1,1,Real Bed,80,1,0,2,2,80,160,320,within an hour,1,1,100,10,10,10,10,10,10,1011,4,City Center
8949247,Steven,2013,9/20,9/20/13,3.81,4331808,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 MD,Netherlands,52.36362817,4.86499706,Apartment,Entire home/apt,4,2,3,2,Real Bed,179,4,54,1,2,179,179,358,within an hour,1,1,100,10,10,8,10,10,10,1054,30,West
8949288,Amanda,2013,9/20,9/20/13,3.81,2097461,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1059,Netherlands,52.34728891,4.850485939,Apartment,Entire home/apt,6,1,2,3,Real Bed,99,2,32,2,120,99,198,"23,760",within a day,0.92,60,92,9,9,9,10,9,9,1059,35,West
8949635,Katja,2013,9/20,9/20/13,3.81,3419746,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37232301,4.860107775,Apartment,Entire home/apt,4,1,2,4,Real Bed,160,4,40,3,14,160,480,"6,720",N/A,N/A,7,100,10,9,10,10,10,10,1056,32,West
8949817,Brian,2013,9/20,9/20/13,3.81,1694534,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1079,Netherlands,52.34163013,4.903069071,Apartment,Entire home/apt,4,1,3,3,Real Bed,119,3,45,2,34,119,238,"8,092",within an hour,1,17,92,9,9,10,10,8,9,1079,54,South
8953423,Floris & Alicja,2013,9/20,9/20/13,3.81,3649866,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053JG,Netherlands,52.36351506,4.865122972,Apartment,Entire home/apt,5,1,2,1,Real Bed,190,2,25,1,18,190,190,"3,420",within an hour,1,9,96,10,10,9,9,9,9,1053,29,West
8959045,Jonne,2013,9/20,9/20/13,3.81,5399873,Zuid,Amsterdam,Amsterdam,Noord-Holland,North Holland,1076 KW,Netherlands,52.34386677,4.861088822,Apartment,Entire home/apt,2,1,1,1,Real Bed,105,1,0,1,2,105,105,210,within an hour,1,1,100,10,10,10,10,10,10,1076,51,South
8965309,Mirjam,2013,9/21,9/21/13,3.81,2883790,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1079,Netherlands,52.34230828,4.894821186,Apartment,Entire home/apt,4,1,2,2,Real Bed,65,1,25,2,12,90,180,"2,160",within a few hours,0.98,6,90,9,9,10,10,9,9,1079,54,South
8967047,Kim,2013,9/21,9/21/13,3.81,5239007,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1056PL,Netherlands,52.37189946,4.847115124,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,4,15,1,2,100,100,200,within a day,0.6,1,80,8,6,10,10,8,8,1056,32,West
8969821,Peter,2013,9/21,9/21/13,3.81,1698633,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35608068,4.904567775,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,0,3,14,125,375,"5,250",N/A,N/A,7,100,10,10,10,10,10,10,1074,49,South
8972709,Nafiss & Leonard,2013,9/21,9/21/13,3.81,4374908,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052 HW,Netherlands,52.37717107,4.87426987,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,2,8,90,180,"1,440",within a few hours,1,4,95,10,9,10,10,9,9,1052,28,West
8973735,Nini,2013,9/21,9/21/13,3.81,3456205,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 AC,Netherlands,52.38597594,4.878427335,Apartment,Entire home/apt,2,1,1,1,Real Bed,119,1,20,2,4,139,278,"1,112",within an hour,1,2,90,9,7,10,10,8,9,1051,27,West
8973735,Nini,2013,9/21,9/21/13,3.81,1858691,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 AC,Netherlands,52.38529436,4.880362532,Apartment,Private room,2,1,1,2,Real Bed,60,1,25,1,26,85,85,"2,210",within an hour,1,13,98,10,10,10,10,10,10,1051,27,West
8982090,Rutger,2013,9/22,9/22/13,3.81,4478869,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 NB,Netherlands,52.37659337,4.896620835,Apartment,Entire home/apt,2,1,1,1,Real Bed,179,0,0,1,2,179,179,358,within a few hours,0.98,1,100,10,8,10,10,8,10,1012,5,City Center
8982547,Martine,2013,9/22,9/22/13,3.81,1914964,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013 KT,Netherlands,52.38861427,4.889574173,House,Entire home/apt,6,2,3,3,Real Bed,440,1,0,3,16,440,"1,320","21,120",within a few hours,1,8,100,10,10,10,10,10,9,1013,6,City Center
8982547,Martine,2013,9/22,9/22/13,3.81,1701254,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013 KT,Netherlands,52.38771767,4.889129285,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed,85,1,0,4,114,85,340,"38,760",within a few hours,1,57,94,9,10,10,10,10,9,1013,6,City Center
9000116,Georgia,2013,9/23,9/23/13,3.8,4811555,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1079,Netherlands,52.34284816,4.902888698,Apartment,Entire home/apt,5,1,3,6,Real Bed,300,5,50,3,2,300,900,"1,800",within a day,1,1,80,10,10,8,8,8,10,1079,54,South
9004847,Bas,2013,9/23,9/23/13,3.8,1746619,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052 HT,Netherlands,52.37731115,4.874591488,Apartment,Entire home/apt,3,1,1,1,Real Bed,129,2,50,3,30,129,387,"11,610",within a few hours,1,15,93,9,10,9,9,9,9,1052,28,West
9005351,Rutger,2013,9/23,9/23/13,3.8,1706428,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.37439348,4.898369587,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,2,50,1,42,250,250,"10,500",within an hour,1,21,99,10,10,10,10,10,10,1012,5,City Center
9007370,Nils,2013,9/23,9/23/13,3.8,1706960,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38876562,4.880167999,Apartment,Entire home/apt,3,1,2,2,Real Bed,109,2,0,4,36,109,436,"15,696",within a day,0.95,18,92,9,9,10,10,9,9,1013,6,City Center
9009276,Lilian,2013,9/23,9/23/13,3.8,1729955,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1058,Netherlands,52.35649201,4.85042709,Apartment,Entire home/apt,3,1,2,2,Real Bed,125,1,0,1,18,125,125,"2,250",within a few hours,0.98,9,100,10,10,10,10,10,9,1058,34,West
9010178,Liset,2013,9/23,9/23/13,3.8,4290822,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 XL,Netherlands,52.38310304,4.87379092,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1,0,3,12,95,285,"3,420",within a few hours,0.9,6,100,10,10,10,10,9,10,1051,27,West
9012822,Jelle,2013,9/23,9/23/13,3.8,1708187,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35126271,4.887866534,Apartment,Entire home/apt,4,1,2,2,Real Bed,160,2,0,2,16,160,320,"5,120",within a few hours,0.92,8,93,9,8,9,9,10,9,1072,47,South
9015391,Elle,2013,9/23,9/23/13,3.8,2478168,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1087 BS,Netherlands,52.36459866,4.984859274,Apartment,Entire home/apt,4,1,2,3,Real Bed,96,4,10,2,58,96,192,"11,136",within an hour,1,29,98,10,9,10,10,9,10,1087,59,East
9025314,Inge,2013,9/24,9/24/13,3.8,1710836,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.36999958,4.881435667,Apartment,Private room,2,1,1,2,Real Bed,99,1,0,2,20,99,198,"3,960",within a day,1,10,91,9,9,10,9,9,8,1016,9,City Center
9030081,Michiel,2013,9/24,9/24/13,3.8,1714683,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1083 HA,Netherlands,52.33414286,4.889752365,Apartment,Entire home/apt,4,1,2,2,Real Bed,140,2,30,2,24,140,280,"6,720",within an hour,1,12,100,10,10,10,10,9,9,1083,57,East
9035487,Sjouke,2013,9/24,9/24/13,3.8,1713147,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1079,Netherlands,52.33823512,4.895625184,House,Entire home/apt,6,1,4,6,Real Bed,292,1,0,3,8,292,876,"7,008",within a few hours,0.7,4,95,10,10,10,10,10,10,1079,54,South
9057143,Claire,2013,9/25,9/25/13,3.8,1717899,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073VE,Netherlands,52.35600695,4.899604863,Apartment,Entire home/apt,4,1,2,3,Real Bed,110,2,35,1,110,110,110,"12,100",within an hour,1,55,93,9,10,10,9,10,9,1073,48,South
9066886,Harmke,2013,9/26,9/26/13,3.8,1719819,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1094HJ,Netherlands,52.36578908,4.931386102,Apartment,Entire home/apt,2,1,0,1,Real Bed,95,1,10,2,50,105,210,"10,500",within a day,1,25,95,10,10,10,10,9,9,1094,63,East
9070879,Duco,2013,9/26,9/26/13,3.8,4535682,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013 KV,Netherlands,52.38640653,4.89042794,Apartment,Entire home/apt,3,1,2,2,Real Bed,175,1,0,3,2,175,525,"1,050",within an hour,1,1,80,10,6,10,10,10,8,1013,6,City Center
9075210,Marjolein,2013,9/26,9/26/13,3.8,1721552,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.3742466,4.864409711,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,1,0,2,24,89,178,"4,272",within a few hours,0.9,12,98,10,10,9,10,9,9,1056,32,West
9085127,Edith,2013,9/27,9/27/13,3.79,1723551,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 ND,Netherlands,52.36413583,4.88107357,Bed & Breakfast,Private room,2,1,1,2,Real Bed,80,2,25,2,142,80,160,"22,720",within an hour,1,71,95,10,10,10,10,10,10,1017,10,City Center
9094693,Robert & Nina,2013,9/27,9/27/13,3.79,1921027,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1095 AX,Netherlands,52.36365737,4.940041527,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,10,7,36,160,"1,120","40,320",within an hour,1,18,95,10,9,10,10,10,9,1095,64,East
9102829,Nicole,2013,9/28,9/28/13,3.79,3452141,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1059,Netherlands,52.34819013,4.845507803,Apartment,Private room,2,1,1,1,Real Bed,55,1,0,2,36,55,110,"3,960",within a few hours,1,18,93,9,9,10,10,8,9,1059,35,West
9103042,Madelon,2013,9/28,9/28/13,3.79,2353266,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36064957,4.856421453,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,2,0,2,74,89,178,"13,172",within a few hours,0.94,37,90,9,9,9,10,9,9,1054,30,West
9103350,Janiek,2013,9/28,9/28/13,3.79,1848910,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1092,Netherlands,52.35099165,4.914196433,Apartment,Entire home/apt,4,1,2,2,Real Bed,160,1,0,4,6,160,640,"3,840",within a few hours,1,3,99,10,10,10,10,10,9,1092,61,East
9115172,Fleur,2013,9/29,9/29/13,3.79,1729960,Centrum-Oost,Amsterdam,Amsterdam,Nieuwe Hoogstraat,Nieuwe Hoogstraat,1011HD,Netherlands,52.37091727,4.899607795,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1,0,2,10,130,260,"2,600",within a few hours,1,5,95,10,10,10,10,10,10,1011,4,City Center
9116113,Werner,2013,9/29,9/29/13,3.79,1730182,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055 PP,Netherlands,52.38377491,4.852444855,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,85,1,0,2,22,85,170,"3,740",within a few hours,1,11,96,10,10,9,9,8,9,1055,31,West
9121131,Bastiaan,2013,9/29,9/29/13,3.79,1731246,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 EE,Netherlands,52.354152,4.891664407,Apartment,Entire home/apt,4,1,2,2,Real Bed,140,1,0,1,20,140,140,"2,800",within an hour,1,10,96,10,10,10,10,10,9,1072,47,South
9123787,Elmira,2013,9/29,9/29/13,3.79,3473943,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37504733,4.847382314,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,2,20,2,8,100,200,"1,600",within a few hours,0.93,4,90,10,10,10,10,8,8,1056,32,West
9123787,Elmira,2013,9/29,9/29/13,3.79,1731776,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37405385,4.848246618,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,2,20,2,6,100,200,"1,200",within a few hours,0.93,3,93,10,10,10,10,7,9,1056,32,West
9131925,Mart,2013,9/30,9/30/13,3.79,4519641,De Aker - Nieuw Sloten,Amsterdam,Amsterdam,North Holland,North Holland,1066 HG,Netherlands,52.3451543,4.820027829,House,Entire home/apt,2,1,1,1,Real Bed,59,1,0,1,6,59,59,354,within an hour,1,3,93,10,10,10,9,6,8,1066,42,West
9132328,Jasmina,2013,9/30,9/30/13,3.79,4182015,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1083 CM,Netherlands,52.32692295,4.882622209,Apartment,Private room,2,1.5,1,1,Real Bed,50,1,10,1,36,60,60,"2,160",within a few hours,0.97,18,92,10,9,10,10,9,9,1083,57,East
9133729,Henk,2013,9/30,9/30/13,3.79,1733772,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1023bv,Netherlands,52.38910051,4.939084898,Other,Entire home/apt,2,1,1,1,Real Bed,80,1,0,3,22,80,240,"5,280",within a few hours,1,11,96,10,9,10,10,9,9,1023,15,North
9134614,Karen,2013,9/30,9/30/13,3.79,4542707,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1051TX,Netherlands,52.38601993,4.870084566,Apartment,Entire home/apt,6,1,2,3,Real Bed,80,2,27,1,8,80,80,640,within a day,0.9,4,100,10,10,9,10,9,9,1051,27,West
9134985,Ben,2013,9/30,9/30/13,3.79,1734298,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1073 AX,Netherlands,52.36008326,4.897106524,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1,50,2,28,180,360,"10,080",within a day,0.85,14,95,10,9,10,10,10,10,1073,48,South
9136787,Cornelie,2013,9/30,9/30/13,3.79,1734564,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 AB,Netherlands,52.37485055,4.890677358,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,2,12,150,300,"3,600",within a day,0.83,6,97,10,9,10,10,10,10,1016,9,City Center
9137568,Edwin,2013,9/30,9/30/13,3.79,1734769,Geuzenveld - Slotermeer,Amsterdam,Amsterdam,North Holland,North Holland,1064 AA,Netherlands,52.37371732,4.83463474,Apartment,Entire home/apt,6,1,3,5,Real Bed,195,4,40,3,12,195,585,"7,020",within an hour,1,6,97,10,10,9,10,9,10,1064,40,West
9139235,Gijsbert,2013,9/30,9/30/13,3.79,1765677,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 LP,Netherlands,52.37305005,4.885022091,Apartment,Entire home/apt,4,1,2,2,Real Bed,175,2,25,2,120,175,350,"42,000",within a day,1,60,89,9,9,10,10,10,9,1016,9,City Center
